Year,Week,Load 1,Discharge 1,Voyage 1,Line 1,Load 2,Discharge 2,Voyage 2,Line 2,Full/Empty,ContainerType,ContainerSize,Owner,ContractType,Total
2025,3,DE BRV,IS REY,DET501,Red Line,,,,,F,22G1,20.0,LEASED,ONEWAY,1
2025,3,DK AAR,FO THO,LAG502,Yellow Line,,,,,F,42P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,DK AAR,FO THO,LAG502,Yellow Line,,,,,F,LEG2,45.0,CARRIER,LONG,1
2025,3,DK AAR,FO THO,LAG502,Yellow Line,,,,,F,4EG1,40.0,CARRIER,LONG,3
2025,3,DK AAR,FO THO,LAG502,Yellow Line,,,,,F,45G1,40.0,LEASED,MASTER,1
2025,3,DK AAR,FO THO,LAG502,Yellow Line,,,,,F,22K0,20.0,SHIPPER,,1
2025,3,DK AAR,IS REY,LAG502,Yellow Line,IS REY,IS VES,LAG504,Yellow Line,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,2
2025,3,DK AAR,IS REY,DET501,Red Line,,,,,F,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,DK AAR,IS REY,DET501,Red Line,,,,,F,4EG1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,DK AAR,IS REY,DET501,Red Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,2
2025,3,DK AAR,IS REY,DET501,Red Line,,,,,F,4EG1,40.0,CARRIER,LONG,5
2025,3,DK AAR,IS REY,LAG502,Yellow Line,,,,,F,45G1,40.0,CARRIER,LONG,1
2025,3,DK AAR,IS REY,DET501,Red Line,IS REY,CA HAL,VIV506,Green Line,F,45R1,40.0,CARRIER,LONG,1
2025,3,DK AAR,IS REY,DET501,Red Line,,,,,F,45G1,40.0,LEASED,ONEWAY,1
2025,3,DK AAR,IS REY,DET501,Red Line,IS REY,FO THO,LAG504,Yellow Line,F,45G1,40.0,LEASED,ONEWAY,1
2025,3,DK AAR,IS REY,DET501,Red Line,,,,,F,42G1,40.0,LEASED,ONEWAY,1
2025,3,DK AAR,IS REY,DET501,Red Line,IS REY,CA HAL,BAK505,Green Line,F,45R1,40.0,LEASED,ONEWAY,1
2025,3,DK AAR,IS REY,DET501,Red Line,,,,,E,22R1,20.0,LEASED,PURCHASE,1
2025,3,FO THO,DK AAR,SKO503,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,FO THO,GB IMM,SKO503,Yellow Line,,,,,F,45H5,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,FO THO,GB IMM,SKO503,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,2
2025,3,FO THO,IS REY,LAG502,Yellow Line,IS REY,US PWM,AVA504,Green Line,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,2
2025,3,FO THO,IS REY,LAG502,Yellow Line,IS REY,US PWM,BAK505,Green Line,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,FO THO,IS REY,LAG502,Yellow Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,3,FO THO,IS REY,LAG502,Yellow Line,,,,,E,45R1,40.0,CARRIER,LONG,1
2025,3,GB IMM,FO THO,LAG502,Yellow Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,3,GB IMM,IS REY,LAG502,Yellow Line,IS REY,CA HAL,AVA504,Green Line,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,3
2025,3,GB IMM,IS REY,LAG502,Yellow Line,IS REY,IS VES,LAG504,Yellow Line,F,45R1,40.0,CARRIER,LONG,1
2025,3,GB IMM,IS REY,LAG502,Yellow Line,,,,,E,42P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,GB TEE,IS REY,VED502,Blue Line,,,,,F,4EG1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,GB TEE,IS REY,VED502,Blue Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,GB TEE,IS REY,VED502,Blue Line,IS REY,CA HAL,AVA504,Green Line,F,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,GB TEE,IS REY,VED502,Blue Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,3,GB TEE,IS REY,VED502,Blue Line,IS REY,US PWM,AVA504,Green Line,F,45G1,40.0,CARRIER,LONG,1
2025,3,GB TEE,IS REY,VED502,Blue Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,3,GB TEE,IS REY,VED502,Blue Line,,,,,E,22U1,20.0,CARRIER,LONG,2
2025,3,GB TEE,IS REY,VED502,Blue Line,,,,,E,22G1,20.0,LEASED,MASTER,2
2025,3,IS REY,NO FRK,LAG504,Yellow Line,,,,,F,45G1,40.0,CARRIER,LONG,1
2025,3,IS REY,CA HAL,AVA504,Green Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,IS GRT,IS REY,JOR503,Blue Line,IS REY,US PWM,BAK505,Green Line,F,22G1,20.0,LEASED,MASTER,1
2025,3,IS GRT,NL RTM,JOR503,Blue Line,,,,,F,42P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,IS GRT,NL RTM,JOR503,Blue Line,,,,,F,22G1,20.0,CARRIER,CABOTAGE,5
2025,3,IS GRT,NL RTM,JOR503,Blue Line,,,,,F,22GB,20.0,CARRIER,CABOTAGE,1
2025,3,IS GRT,NL RTM,JOR503,Blue Line,,,,,F,42P3,40.0,CARRIER,LONG,6
2025,3,IS GRT,NL RTM,JOR503,Blue Line,,,,,F,22G1,20.0,LEASED,ONEWAY,1
2025,3,IS GRT,NL RTM,JOR503,Blue Line,,,,,F,22GB,20.0,LEASED,PURCHASE,1
2025,3,IS REY,NL RTM,VED504,Blue Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,IS REY,NL RTM,VED504,Blue Line,,,,,F,22G1,20.0,CARRIER,CABOTAGE,4
2025,3,IS REY,NL RTM,VED504,Blue Line,,,,,F,22G1,20.0,LEASED,MASTER,1
2025,3,IS REY,DE BRV,SKO503,Yellow Line,,,,,F,42U1,40.0,CARRIER,LONG,1
2025,3,IS REY,DE BRV,SKO503,Yellow Line,,,,,F,45G1,40.0,CARRIER,LONG,2
2025,3,IS REY,DE BRV,SKO503,Yellow Line,,,,,F,45P3,40.0,CARRIER,LONG,1
2025,3,IS REY,DK AAR,SKO503,Yellow Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,IS REY,DK AAR,SKO503,Yellow Line,,,,,F,45G1,40.0,CARRIER,LONG,1
2025,3,IS REY,DK AAR,SKO503,Yellow Line,,,,,F,22K0,20.0,SHIPPER,,1
2025,3,IS REY,FO THO,SKO503,Yellow Line,,,,,F,45G1,40.0,CARRIER,LONG,1
2025,3,IS REY,GB TEE,JOR503,Blue Line,,,,,E,45G1,40.0,CARRIER,LONG,2
2025,3,IS REY,GB TEE,JOR503,Blue Line,,,,,E,22G1,20.0,CARRIER,LONG,4
2025,3,IS REY,GB TEE,JOR503,Blue Line,,,,,E,45R1,40.0,CARRIER,LONG,8
2025,3,IS REY,GB TEE,JOR503,Blue Line,,,,,E,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,3
2025,3,IS REY,IS GRT,JOR501,Blue Line,,,,,E,42P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,IS REY,IS VES,SKO503,Yellow Line,,,,,E,45G1,40.0,LEASED,ONEWAY,1
2025,3,IS REY,IS VES,SKO503,Yellow Line,,,,,E,45R1,40.0,CARRIER,LONG,3
2025,3,IS REY,NL RTM,JOR503,Blue Line,,,,,E,42G1,40.0,CARRIER,CABOTAGE,1
2025,3,IS REY,NL RTM,JOR503,Blue Line,,,,,E,45G1,40.0,CARRIER,CABOTAGE,3
2025,3,IS REY,NL RTM,JOR503,Blue Line,,,,,E,45G1,40.0,LEASED,ONEWAY,8
2025,3,IS REY,NL RTM,JOR503,Blue Line,,,,,E,4EG1,40.0,LEASED,ONEWAY,1
2025,3,IS REY,NL RTM,JOR503,Blue Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,IS REY,NL RTM,JOR503,Blue Line,,,,,F,22G1,20.0,CARRIER,LONG,4
2025,3,IS REY,NL RTM,JOR503,Blue Line,,,,,E,45U1,40.0,CARRIER,LONG,1
2025,3,IS REY,NL RTM,JOR503,Blue Line,,,,,E,45U1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,IS REY,US PWM,VIV503,Green Line,,,,,F,42G1,40.0,CARRIER,CABOTAGE,1
2025,3,IS REY,US PWM,VIV503,Green Line,,,,,F,22K0,20.0,CARRIER,LONG,1
2025,3,IS REY,DE BRV,BRU503,Red Line,,,,,F,45G1,40.0,CARRIER,LONG,1
2025,3,IS REY,GB IMM,LAG504,Yellow Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,3,IS VES,DK AAR,SKO503,Yellow Line,,,,,F,45G1,40.0,LEASED,ONEWAY,1
2025,3,IS VES,GB IMM,SKO503,Yellow Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,3,NL RTM,IS GRT,VED502,Blue Line,,,,,E,22GB,20.0,CARRIER,CABOTAGE,1
2025,3,NL RTM,IS GRT,VED502,Blue Line,,,,,F,22G1,20.0,CARRIER,CABOTAGE,1
2025,3,NL RTM,IS GRT,VED502,Blue Line,,,,,F,22G1,20.0,CARRIER,LONG,2
2025,3,NL RTM,IS GRT,VED502,Blue Line,,,,,E,22G1,20.0,CARRIER,LONG,7
2025,3,NL RTM,IS GRT,VED502,Blue Line,,,,,E,22G1,20.0,LEASED,MASTER,1
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,E,22G1,20.0,CARRIER,CABOTAGE,1
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,E,45G1,40.0,CARRIER,CABOTAGE,6
2025,3,NL RTM,IS REY,VED502,Blue Line,IS REY,US PWM,AVA504,Green Line,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,F,45G1,40.0,CARRIER,LONG,12
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,F,42P3,40.0,CARRIER,LONG,1
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,F,45G1,40.0,CARRIER,LONG,1
2025,3,NL RTM,IS REY,VED502,Blue Line,IS REY,FO THO,LAG504,Yellow Line,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,F,4EG1,40.0,LEASED,ONEWAY,1
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,F,45G1,40.0,LEASED,ONEWAY,1
2025,3,NL RTM,IS REY,VED502,Blue Line,IS REY,US PWM,AVA504,Green Line,F,45G1,40.0,LEASED,PURCHASE,1
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,E,22GB,20.0,CARRIER,LONG,1
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,E,22K0,20.0,CARRIER,LONG,1
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,E,LNRB,45.0,CARRIER,PURCHASE_AGREEMENT,4
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,E,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,2
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,E,22G1,20.0,LEASED,MASTER,1
2025,3,NL RTM,IS REY,VED502,Blue Line,,,,,F,22G1,20.0,LEASED,,1
2025,3,NO FRK,FO THO,LAG502,Yellow Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,3,NO FRK,FO THO,LAG502,Yellow Line,,,,,F,45P3,40.0,CARRIER,LONG,1
2025,3,NO FRK,IS REY,LAG502,Yellow Line,IS REY,IS GRT,JOR503,Blue Line,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,3,NO FRK,IS REY,LAG502,Yellow Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,3,NO FRK,IS REY,LAG502,Yellow Line,IS REY,IS VES,LAG504,Yellow Line,F,22G1,20.0,CARRIER,LONG,1
2025,3,NO FRK,IS REY,LAG502,Yellow Line,IS REY,CA NWP,VIV506,Green Line,F,42P3,40.0,CARRIER,LONG,1
2025,3,NO FRK,IS REY,LAG502,Yellow Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,3,NO FRK,IS REY,LAG502,Yellow Line,IS REY,NL RTM,VED504,Blue Line,F,22K2,20.0,SHIPPER,,1
2025,3,NO FRK,IS REY,LAG502,Yellow Line,,,,,F,22K0,20.0,SHIPPER,,1
2025,3,NO FRK,IS REY,LAG502,Yellow Line,IS REY,NL RTM,VED504,Blue Line,F,22K0,20.0,SHIPPER,,1
2025,3,SE HEL,IS REY,DET501,Red Line,IS REY,US PWM,AVA504,Green Line,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,SE HEL,IS REY,DET501,Red Line,,,,,F,42G1,40.0,CARRIER,CABOTAGE,1
2025,3,SE HEL,IS REY,DET501,Red Line,,,,,F,4EG1,40.0,CARRIER,LONG,1
2025,3,SE HEL,IS REY,DET501,Red Line,,,,,F,45R1,40.0,CARRIER,LONG,2
2025,3,SE HEL,IS REY,DET501,Red Line,,,,,F,45G1,40.0,LEASED,MASTER,3
2025,3,US PWM,IS REY,BAK502,Green Line,IS REY,GB IMM,SKO505,Yellow Line,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,3,US PWM,IS REY,BAK502,Green Line,IS REY,GB IMM,LAG506,Yellow Line,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,3,US PWM,IS REY,BAK502,Green Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,3,US PWM,IS REY,BAK502,Green Line,IS REY,DE BRV,DET504,Red Line,F,45G1,40.0,CARRIER,LONG,1
2025,3,US PWM,IS REY,BAK502,Green Line,IS REY,NL RTM,JOR505,Blue Line,F,45R1,40.0,CARRIER,LONG,3
2025,3,US PWM,IS REY,BAK502,Green Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,3,US PWM,IS REY,BAK502,Green Line,IS REY,GB IMM,SKO505,Yellow Line,F,45R1,40.0,CARRIER,LONG,1
2025,3,US PWM,IS REY,BAK502,Green Line,IS REY,NL RTM,JOR505,Blue Line,F,45G1,40.0,LEASED,MASTER,1
2025,3,US PWM,IS REY,BAK502,Green Line,IS REY,NL RTM,JOR505,Blue Line,F,22K0,20.0,SHIPPER,,1
2025,3,US PWM,IS REY,BAK502,Green Line,,,,,E,45GB,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,CA HAL,CA NWP,VIV503,Green Line,,,,,E,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,CA HAL,IS REY,VIV503,Green Line,,,,,F,22G1,20.0,CARRIER,CABOTAGE,1
2025,4,CA HAL,IS REY,VIV503,Green Line,,,,,F,45G1,40.0,CARRIER,LONG,1
2025,4,CA HAL,IS REY,VIV503,Green Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,4,CA HAL,IS REY,VIV503,Green Line,IS REY,DE BRV,TUK505,Red Line,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,CA HAL,IS REY,VIV503,Green Line,,,,,F,42P3,40.0,LEASED,MASTER,1
2025,4,CA HAL,IS REY,VIV503,Green Line,,,,,E,22G1,20.0,LEASED,MASTER,1
2025,4,DE BRV,FO THO,SKO503,Yellow Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,4,DE BRV,IS REY,SKO503,Yellow Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,4,DE BRV,IS REY,SKO503,Yellow Line,,,,,F,42P3,40.0,CARRIER,CABOTAGE,1
2025,4,DE BRV,IS REY,SKO503,Yellow Line,IS REY,US PWM,BAK505,Green Line,F,45G1,40.0,CARRIER,CABOTAGE,2
2025,4,DE BRV,IS REY,SKO503,Yellow Line,IS REY,US PWM,BAK505,Green Line,F,22G1,20.0,CARRIER,LONG,1
2025,4,DE BRV,IS REY,SKO503,Yellow Line,,,,,F,22G1,20.0,LEASED,ONEWAY,1
2025,4,DE BRV,IS REY,SKO503,Yellow Line,IS REY,US PWM,BAK505,Green Line,F,45G1,40.0,SHIPPER,CABOTAGE,1
2025,4,DK AAR,FO THO,SKO503,Yellow Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,DK AAR,FO THO,SKO503,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,2
2025,4,DK AAR,IS REY,SKO503,Yellow Line,IS REY,US PWM,VIV506,Green Line,F,22G1,20.0,CARRIER,LONG,1
2025,4,FO THO,DE BRV,BRU503,Red Line,,,,,E,45G1,40.0,LEASED,MASTER,1
2025,4,FO THO,DK AAR,BRU503,Red Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,FO THO,DK AAR,BRU503,Red Line,,,,,F,22K0,20.0,SHIPPER,,1
2025,4,FO THO,DK AAR,LAG504,Yellow Line,,,,,E,45P3,40.0,CARRIER,LONG,1
2025,4,FO THO,DK AAR,LAG504,Yellow Line,,,,,F,45R1,40.0,LEASED,ONEWAY,1
2025,4,FO THO,DK AAR,LAG504,Yellow Line,,,,,E,22B0,20.0,CARRIER,PURCHASE_AGREEMENT,4
2025,4,FO THO,GB IMM,LAG504,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,FO THO,GB IMM,LAG504,Yellow Line,,,,,F,LNRB,45.0,LEASED,PURCHASE,1
2025,4,FO THO,IS REY,SKO503,Yellow Line,IS REY,CA HAL,VIV506,Green Line,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,FO THO,IS REY,SKO503,Yellow Line,IS REY,CA NWP,VIV506,Green Line,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,FO THO,IS REY,SKO503,Yellow Line,IS REY,NL RTM,JOR505,Blue Line,F,45R1,40.0,CARRIER,LONG,1
2025,4,FO THO,IS REY,SKO503,Yellow Line,IS REY,US PWM,BAK505,Green Line,F,45R1,40.0,LEASED,ONEWAY,1
2025,4,FO THO,SE HEL,BRU503,Red Line,,,,,F,22G1,20.0,CARRIER,CABOTAGE,1
2025,4,GB TEE,IS REY,JOR503,Blue Line,,,,,F,42P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,GB TEE,IS REY,JOR503,Blue Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,4,GB TEE,IS REY,JOR503,Blue Line,,,,,F,42P3,40.0,CARRIER,LONG,2
2025,4,GB TEE,IS REY,JOR503,Blue Line,IS REY,CA NWP,BAK505,Green Line,F,45G1,40.0,CARRIER,LONG,1
2025,4,GB TEE,IS REY,JOR503,Blue Line,IS REY,US PWM,BAK505,Green Line,F,22G1,20.0,CARRIER,LONG,1
2025,4,GB TEE,IS REY,JOR503,Blue Line,IS REY,US PWM,BAK505,Green Line,F,45R1,40.0,CARRIER,LONG,1
2025,4,IS REY,FO THO,SKO505,Yellow Line,,,,,F,42P3,40.0,CARRIER,LONG,1
2025,4,IS REY,CA HAL,BAK505,Green Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,4,IS GRT,IS REY,VED504,Blue Line,IS REY,GB IMM,SKO505,Yellow Line,F,45P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS GRT,IS REY,VED504,Blue Line,IS REY,GB IMM,SKO505,Yellow Line,F,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS GRT,IS REY,VED504,Blue Line,IS REY,SE HEL,DET504,Red Line,F,22G1,20.0,CARRIER,LONG,1
2025,4,IS GRT,IS REY,VED504,Blue Line,IS REY,US PWM,BAK505,Green Line,F,22G1,20.0,CARRIER,LONG,1
2025,4,IS GRT,NL RTM,VED504,Blue Line,,,,,F,22GB,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS GRT,NL RTM,VED504,Blue Line,,,,,F,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,50
2025,4,IS GRT,NL RTM,VED504,Blue Line,,,,,F,22G1,20.0,LEASED,ONEWAY,1
2025,4,IS GRT,NL RTM,VED504,Blue Line,,,,,F,22G1,20.0,LEASED,PURCHASE,1
2025,4,IS REY,NL RTM,JOR505,Blue Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,NL RTM,JOR505,Blue Line,,,,,F,22G1,20.0,CARRIER,CABOTAGE,4
2025,4,IS REY,NL RTM,JOR505,Blue Line,,,,,F,22GB,20.0,CARRIER,LONG,1
2025,4,IS REY,US PWM,BAK505,Green Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,US PWM,BAK505,Green Line,,,,,F,45RB,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,NL RTM,VED504,Blue Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,DK AAR,BRU503,Red Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,4,IS REY,US PWM,BAK505,Green Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,4,IS REY,GB IMM,LAG504,Yellow Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,4,IS REY,NL RTM,JOR505,Blue Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,4,IS REY,DE BRV,BRU503,Red Line,,,,,E,22G1,20.0,CARRIER,CABOTAGE,2
2025,4,IS REY,DE BRV,BRU503,Red Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,DE BRV,BRU503,Red Line,,,,,F,45G1,40.0,CARRIER,LONG,8
2025,4,IS REY,DE BRV,BRU503,Red Line,,,,,F,45R1,40.0,CARRIER,LONG,3
2025,4,IS REY,DE BRV,BRU503,Red Line,,,,,E,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,2
2025,4,IS REY,DE BRV,BRU503,Red Line,,,,,E,42P3,40.0,LEASED,MASTER,2
2025,4,IS REY,DE BRV,BRU503,Red Line,,,,,F,22G1,20.0,LEASED,,1
2025,4,IS REY,DK AAR,BRU503,Red Line,,,,,E,22G1,20.0,CARRIER,CABOTAGE,6
2025,4,IS REY,DK AAR,BRU503,Red Line,,,,,E,45R1,40.0,LEASED,ONEWAY,1
2025,4,IS REY,DK AAR,BRU503,Red Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,DK AAR,BRU503,Red Line,,,,,F,42U1,40.0,CARRIER,LONG,1
2025,4,IS REY,DK AAR,LAG504,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,DK AAR,BRU503,Red Line,,,,,E,4EG1,40.0,CARRIER,LONG,5
2025,4,IS REY,DK AAR,BRU503,Red Line,,,,,E,22G1,20.0,CARRIER,LONG,2
2025,4,IS REY,DK AAR,BRU503,Red Line,,,,,E,45G1,40.0,CARRIER,LONG,4
2025,4,IS REY,DK AAR,BRU503,Red Line,,,,,F,45R1,40.0,LEASED,ONEWAY,1
2025,4,IS REY,DK AAR,BRU503,Red Line,,,,,E,22B0,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,DK AAR,BRU503,Red Line,,,,,E,22G1,20.0,LEASED,MASTER,2
2025,4,IS REY,GB IMM,LAG504,Yellow Line,,,,,F,22H5,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,GB IMM,LAG504,Yellow Line,,,,,F,LNRB,45.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,GB TEE,VED504,Blue Line,,,,,E,22G1,20.0,CARRIER,LONG,7
2025,4,IS REY,GB TEE,VED504,Blue Line,,,,,E,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,GB TEE,VED504,Blue Line,,,,,E,22G1,20.0,LEASED,MASTER,1
2025,4,IS REY,IS GRT,VED502,Blue Line,,,,,E,22G1,20.0,LEASED,ONEWAY,4
2025,4,IS REY,IS RFJ,BRU503,Red Line,,,,,E,LNRB,45.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,IS VES,LAG504,Yellow Line,,,,,F,45G1,40.0,CARRIER,LONG,2
2025,4,IS REY,IS VES,LAG504,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,IS VES,LAG504,Yellow Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,4,IS REY,NL RTM,VED504,Blue Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,2
2025,4,IS REY,NL RTM,VED504,Blue Line,,,,,F,42U1,40.0,CARRIER,LONG,1
2025,4,IS REY,NL RTM,VED504,Blue Line,,,,,F,45R1,40.0,LEASED,ONEWAY,2
2025,4,IS REY,NL RTM,VED504,Blue Line,,,,,F,22R1,20.0,LEASED,PURCHASE,2
2025,4,IS REY,NO FRK,LAG504,Yellow Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,4,IS REY,NO FRK,LAG504,Yellow Line,,,,,E,45G1,40.0,CARRIER,LONG,2
2025,4,IS REY,NO FRK,LAG504,Yellow Line,,,,,E,22G1,20.0,LEASED,MASTER,3
2025,4,IS REY,SE HEL,BRU503,Red Line,,,,,E,42P3,40.0,CARRIER,CABOTAGE,1
2025,4,IS REY,SE HEL,BRU503,Red Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,3
2025,4,IS REY,SE HEL,BRU503,Red Line,,,,,F,45G1,40.0,CARRIER,LONG,29
2025,4,IS REY,SE HEL,BRU503,Red Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,4,IS REY,SE HEL,BRU503,Red Line,,,,,E,42G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,SE HEL,BRU503,Red Line,,,,,E,42P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,US PWM,AVA504,Green Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,US PWM,AVA504,Green Line,,,,,F,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS REY,US PWM,AVA504,Green Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,4,IS REY,US PWM,AVA504,Green Line,,,,,F,45G1,40.0,CARRIER,LONG,10
2025,4,IS RFJ,DE BRV,BRU503,Red Line,,,,,F,LNRB,45.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,IS RFJ,DE BRV,BRU503,Red Line,,,,,F,45R1,40.0,CARRIER,LONG,2
2025,4,IS RFJ,DK AAR,BRU503,Red Line,,,,,E,42P3,40.0,CARRIER,LONG,1
2025,4,IS RFJ,DK AAR,BRU503,Red Line,,,,,E,45G1,40.0,CARRIER,LONG,1
2025,4,IS RFJ,DK AAR,BRU503,Red Line,,,,,E,42P3,40.0,LEASED,MASTER,1
2025,4,IS RFJ,FO THO,BRU503,Red Line,FO THO,IS REY,SKO503,Yellow Line,F,45R1,40.0,CARRIER,LONG,1
2025,4,IS RFJ,FO THO,BRU503,Red Line,FO THO,IS REY,SKO503,Yellow Line,E,45R1,40.0,CARRIER,LONG,1
2025,4,IS VES,DK AAR,LAG504,Yellow Line,,,,,F,45G1,40.0,LEASED,ONEWAY,1
